,size,floor,district,metro,rooms,renovation,price,size_fuzz,floor_fuzz,metro_fuzz,rooms_fuzz,price_fuzz
4729,44,15,Голосіївський,4983,3,old,20128,Normal,High,Far,Normal,Cheap
4730,39,15,Деснянський,2857,2,fashion,68410,Normal,High,Far,Normal,Expensive
4731,60,24,Святошинський,4597,1,old,81569,Normal,High,Far,Few,Expensive
4732,79,21,Оболонський,405,3,fashion,38183,Large,High,Near,Normal,Normal
4733,25,19,Оболонський,4985,2,classic,48177,Small,High,Far,Normal,Normal
4734,88,8,Шевченківський,1260,1,new,22384,Large,Normal,Normal,Few,Cheap
4735,83,23,Голосіївський,4935,2,new,61398,Large,High,Far,Normal,Expensive
4736,64,5,Святошинський,2503,1,old,33029,Normal,Normal,Far,Few,Normal
4737,51,24,Дніпровський,4847,1,new,13399,Normal,High,Far,Few,Cheap
4738,69,7,Подільський,4940,3,fashion,53571,Large,Normal,Far,Normal,Expensive
4739,31,11,Соломянський,3823,1,fashion,61155,Small,Normal,Far,Few,Expensive
4740,67,3,Печерський,2659,3,new,20523,Large,Low,Far,Normal,Cheap
4741,39,11,Святошинський,1129,3,fashion,57814,Normal,Normal,Normal,Normal,Expensive
4742,24,10,Голосіївський,4866,1,fashion,69594,Small,Normal,Far,Few,Expensive
4743,97,2,Соломянський,3127,2,old,73218,Large,Low,Far,Normal,Expensive
4744,77,5,Дніпровський,2698,2,classic,25612,Large,Normal,Far,Normal,Cheap
4745,26,19,Деснянський,4506,3,old,83685,Small,High,Far,Normal,Expensive
4746,36,13,Деснянський,1173,3,fashion,18420,Normal,High,Normal,Normal,Cheap
4747,52,17,Голосіївський,2015,1,fashion,87293,Normal,High,Normal,Few,Expensive
4748,92,9,Святошинський,2890,3,old,47999,Large,Normal,Far,Normal,Normal
4749,82,1,Дарницький,4176,1,old,74141,Large,Low,Far,Few,Expensive
4750,39,16,Шевченківський,590,1,new,67116,Normal,High,Normal,Few,Expensive
4751,25,20,Соломянський,3901,2,new,54026,Small,High,Far,Normal,Expensive
4752,92,18,Деснянський,1279,1,old,40139,Large,High,Normal,Few,Normal
4753,57,18,Дарницький,3688,3,old,33064,Normal,High,Far,Normal,Normal
4754,77,18,Деснянський,231,2,classic,33006,Large,High,Near,Normal,Normal
4755,78,17,Дарницький,3113,3,new,99607,Large,High,Far,Normal,Expensive
4756,78,3,Соломянський,2949,3,classic,28213,Large,Low,Far,Normal,Cheap
4757,49,8,Шевченківський,4527,3,old,42366,Normal,Normal,Far,Normal,Normal
4758,98,3,Святошинський,1355,1,new,50673,Large,Low,Normal,Few,Expensive
4759,42,15,Печерський,1212,1,old,34744,Normal,High,Normal,Few,Normal
4760,95,8,Голосіївський,2944,1,new,30258,Large,Normal,Far,Few,Normal
4761,21,8,Дарницький,878,3,new,75572,Small,Normal,Normal,Normal,Expensive
4762,48,11,Соломянський,2435,1,new,81203,Normal,Normal,Normal,Few,Expensive
4763,26,16,Дарницький,637,1,fashion,33365,Small,High,Normal,Few,Normal
4764,58,22,Печерський,3918,2,classic,91886,Normal,High,Far,Normal,Expensive
4765,43,1,Оболонський,934,1,classic,71681,Normal,Low,Normal,Few,Expensive
4766,85,15,Голосіївський,2831,1,fashion,66370,Large,High,Far,Few,Expensive
4767,88,3,Шевченківський,1841,3,classic,47459,Large,Low,Normal,Normal,Normal
4768,87,13,Святошинський,4501,3,fashion,71178,Large,High,Far,Normal,Expensive
4769,79,22,Деснянський,2544,1,old,17022,Large,High,Far,Few,Cheap
4770,86,20,Деснянський,3059,3,new,18893,Large,High,Far,Normal,Cheap
4771,37,24,Дарницький,4139,1,new,28216,Normal,High,Far,Few,Cheap
4772,75,22,Соломянський,4513,1,new,82379,Large,High,Far,Few,Expensive
4773,66,7,Подільський,4240,3,old,24292,Large,Normal,Far,Normal,Cheap
4774,52,6,Печерський,802,1,classic,11798,Normal,Normal,Normal,Few,Cheap
4775,73,15,Деснянський,3882,1,old,75457,Large,High,Far,Few,Expensive
4776,44,24,Голосіївський,3579,2,new,77480,Normal,High,Far,Normal,Expensive
4777,75,7,Оболонський,1046,1,old,66604,Large,Normal,Normal,Few,Expensive
4778,96,9,Подільський,2402,3,old,40364,Large,Normal,Normal,Normal,Normal
4779,73,17,Шевченківський,1155,1,old,66056,Large,High,Normal,Few,Expensive
4780,22,18,Голосіївський,3636,2,fashion,91770,Small,High,Far,Normal,Expensive
4781,24,3,Голосіївський,3628,2,old,80438,Small,Low,Far,Normal,Expensive
4782,38,20,Дніпровський,3800,1,fashion,20212,Normal,High,Far,Few,Cheap
4783,84,12,Подільський,4068,1,new,79068,Large,Normal,Far,Few,Expensive
4784,33,24,Оболонський,4559,1,classic,96417,Small,High,Far,Few,Expensive
4785,21,2,Печерський,3660,2,fashion,28994,Small,Low,Far,Normal,Cheap
4786,21,23,Голосіївський,1479,1,fashion,27510,Small,High,Normal,Few,Cheap
4787,61,3,Подільський,4677,2,new,50546,Normal,Low,Far,Normal,Expensive
4788,32,21,Печерський,171,2,old,70135,Small,High,Near,Normal,Expensive
4789,52,4,Святошинський,3237,3,old,33553,Normal,Low,Far,Normal,Normal
4790,93,7,Голосіївський,2516,1,new,78238,Large,Normal,Far,Few,Expensive
4791,97,2,Дарницький,2766,2,new,71141,Large,Low,Far,Normal,Expensive
4792,95,11,Дніпровський,459,1,classic,16102,Large,Normal,Near,Few,Cheap
4793,69,16,Голосіївський,1214,1,old,52661,Large,High,Normal,Few,Expensive
4794,87,16,Шевченківський,3990,1,fashion,25817,Large,High,Far,Few,Cheap
4795,99,21,Святошинський,2984,2,fashion,40390,Large,High,Far,Normal,Normal
4796,86,4,Соломянський,3882,2,fashion,42941,Large,Low,Far,Normal,Normal
4797,45,8,Печерський,561,1,old,26678,Normal,Normal,Normal,Few,Cheap
4798,82,11,Подільський,3517,3,fashion,18335,Large,Normal,Far,Normal,Cheap
4799,32,1,Подільський,4815,3,classic,25554,Small,Low,Far,Normal,Cheap
4800,53,5,Дніпровський,4348,2,classic,26434,Normal,Normal,Far,Normal,Cheap
4801,70,17,Шевченківський,2801,2,classic,58707,Large,High,Far,Normal,Expensive
4802,54,4,Дніпровський,575,1,fashion,22402,Normal,Low,Normal,Few,Cheap
4803,60,24,Святошинський,3790,2,old,83044,Normal,High,Far,Normal,Expensive
4804,63,23,Дарницький,1353,3,fashion,89870,Normal,High,Normal,Normal,Expensive
4805,76,18,Печерський,1746,2,old,15996,Large,High,Normal,Normal,Cheap
4806,57,17,Дарницький,330,2,old,96078,Normal,High,Near,Normal,Expensive
4807,38,19,Святошинський,3806,3,old,72664,Normal,High,Far,Normal,Expensive
4808,54,22,Соломянський,4807,2,old,91736,Normal,High,Far,Normal,Expensive
4809,71,17,Соломянський,3003,1,fashion,81505,Large,High,Far,Few,Expensive
4810,80,15,Печерський,2554,3,new,28994,Large,High,Far,Normal,Cheap
4811,71,19,Оболонський,4266,3,old,31147,Large,High,Far,Normal,Normal
4812,96,21,Соломянський,2959,3,fashion,97161,Large,High,Far,Normal,Expensive
4813,98,10,Оболонський,2998,1,fashion,13352,Large,Normal,Far,Few,Cheap
4814,31,20,Шевченківський,548,3,fashion,57170,Small,High,Normal,Normal,Expensive
4815,76,14,Голосіївський,861,2,old,97399,Large,High,Normal,Normal,Expensive
4816,83,14,Шевченківський,1363,3,classic,82371,Large,High,Normal,Normal,Expensive
4817,31,22,Оболонський,3209,3,classic,88282,Small,High,Far,Normal,Expensive
4818,68,21,Оболонський,949,2,old,19919,Large,High,Normal,Normal,Cheap
4819,31,22,Деснянський,3033,3,fashion,67742,Small,High,Far,Normal,Expensive
4820,56,10,Печерський,1851,1,old,75730,Normal,Normal,Normal,Few,Expensive
4821,96,22,Оболонський,2858,3,fashion,30941,Large,High,Far,Normal,Normal
4822,21,20,Оболонський,554,2,old,69061,Small,High,Normal,Normal,Expensive
4823,65,24,Деснянський,2239,3,fashion,12927,Normal,High,Normal,Normal,Cheap
4824,90,13,Оболонський,1529,2,fashion,22203,Large,High,Normal,Normal,Cheap
4825,87,24,Дніпровський,4621,2,classic,95807,Large,High,Far,Normal,Expensive
4826,74,24,Деснянський,3378,2,classic,51800,Large,High,Far,Normal,Expensive
4827,76,11,Дарницький,3871,2,classic,45134,Large,Normal,Far,Normal,Normal
4828,39,15,Деснянський,571,1,old,81981,Normal,High,Normal,Few,Expensive
4829,95,18,Подільський,2553,1,fashion,55773,Large,High,Far,Few,Expensive
4830,47,9,Дніпровський,3581,3,old,20574,Normal,Normal,Far,Normal,Cheap
4831,32,15,Дарницький,4427,3,fashion,94454,Small,High,Far,Normal,Expensive
4832,84,6,Дніпровський,586,2,old,40774,Large,Normal,Normal,Normal,Normal
4833,86,15,Голосіївський,2747,3,fashion,90534,Large,High,Far,Normal,Expensive
4834,35,11,Подільський,3848,3,fashion,58569,Small,Normal,Far,Normal,Expensive
4835,29,5,Подільський,2863,2,old,21539,Small,Normal,Far,Normal,Cheap
4836,40,16,Оболонський,4058,3,fashion,12035,Normal,High,Far,Normal,Cheap
4837,31,6,Шевченківський,453,1,classic,60631,Small,Normal,Near,Few,Expensive
4838,83,9,Подільський,747,2,classic,19460,Large,Normal,Normal,Normal,Cheap
4839,56,20,Печерський,4476,2,old,19879,Normal,High,Far,Normal,Cheap
4840,43,8,Соломянський,3729,3,fashion,65029,Normal,Normal,Far,Normal,Expensive
4841,87,21,Деснянський,1674,2,classic,12223,Large,High,Normal,Normal,Cheap
4842,74,2,Дніпровський,799,3,new,41645,Large,Low,Normal,Normal,Normal
4843,90,8,Подільський,585,3,classic,76861,Large,Normal,Normal,Normal,Expensive
4844,43,2,Шевченківський,3719,3,new,14948,Normal,Low,Far,Normal,Cheap
4845,55,13,Подільський,1445,3,old,55689,Normal,High,Normal,Normal,Expensive
4846,80,15,Голосіївський,4636,2,fashion,39946,Large,High,Far,Normal,Normal
4847,88,18,Шевченківський,3682,3,classic,93065,Large,High,Far,Normal,Expensive
4848,47,7,Деснянський,3262,3,new,28904,Normal,Normal,Far,Normal,Cheap
4849,48,23,Печерський,2126,1,old,65528,Normal,High,Normal,Few,Expensive
4850,84,10,Голосіївський,4406,2,classic,95497,Large,Normal,Far,Normal,Expensive
4851,76,17,Оболонський,1480,3,classic,16512,Large,High,Normal,Normal,Cheap
4852,50,15,Оболонський,448,3,new,62390,Normal,High,Near,Normal,Expensive
4853,82,10,Дарницький,542,1,fashion,75803,Large,Normal,Normal,Few,Expensive
4854,81,7,Печерський,4280,3,new,69439,Large,Normal,Far,Normal,Expensive
4855,76,19,Шевченківський,1605,1,classic,50753,Large,High,Normal,Few,Expensive
4856,57,21,Деснянський,2237,1,old,46543,Normal,High,Normal,Few,Normal
4857,74,12,Дніпровський,3346,1,old,79229,Large,Normal,Far,Few,Expensive
4858,42,3,Шевченківський,3968,1,old,54032,Normal,Low,Far,Few,Expensive
4859,30,17,Соломянський,3565,2,old,37610,Small,High,Far,Normal,Normal
4860,99,2,Подільський,327,1,new,18101,Large,Low,Near,Few,Cheap
4861,45,3,Оболонський,3829,3,fashion,59876,Normal,Low,Far,Normal,Expensive
4862,84,9,Дарницький,564,3,fashion,28722,Large,Normal,Normal,Normal,Cheap
4863,92,15,Печерський,213,1,new,98636,Large,High,Near,Few,Expensive
4864,76,11,Деснянський,603,3,old,77590,Large,Normal,Normal,Normal,Expensive
4865,63,1,Дарницький,3507,1,old,52005,Normal,Low,Far,Few,Expensive
4866,50,2,Оболонський,4520,1,classic,26772,Normal,Low,Far,Few,Cheap
4867,94,7,Дніпровський,2834,2,old,27209,Large,Normal,Far,Normal,Cheap
4868,86,22,Деснянський,1530,3,classic,52991,Large,High,Normal,Normal,Expensive
4869,52,24,Дніпровський,4563,3,fashion,73566,Normal,High,Far,Normal,Expensive
4870,58,12,Деснянський,2877,1,fashion,22873,Normal,Normal,Far,Few,Cheap
4871,94,15,Святошинський,2363,3,new,95652,Large,High,Normal,Normal,Expensive
4872,74,11,Дніпровський,1651,2,fashion,21881,Large,Normal,Normal,Normal,Cheap
4873,97,13,Печерський,177,2,new,44736,Large,High,Near,Normal,Normal
4874,85,7,Деснянський,4536,2,old,85751,Large,Normal,Far,Normal,Expensive
4875,26,5,Деснянський,4617,3,fashion,96221,Small,Normal,Far,Normal,Expensive
4876,38,2,Голосіївський,3891,3,old,25302,Normal,Low,Far,Normal,Cheap
4877,81,23,Голосіївський,1809,3,fashion,87800,Large,High,Normal,Normal,Expensive
4878,67,18,Оболонський,4979,1,old,59970,Large,High,Far,Few,Expensive
4879,28,16,Дніпровський,4811,1,new,85484,Small,High,Far,Few,Expensive
4880,20,18,Дарницький,629,3,old,37564,Small,High,Normal,Normal,Normal
4881,51,2,Святошинський,4121,1,new,36436,Normal,Low,Far,Few,Normal
4882,44,22,Печерський,1025,1,fashion,33839,Normal,High,Normal,Few,Normal
4883,24,12,Дарницький,1676,2,fashion,48061,Small,Normal,Normal,Normal,Normal
4884,39,13,Дніпровський,453,1,old,98668,Normal,High,Near,Few,Expensive
4885,31,23,Дніпровський,1922,3,old,19710,Small,High,Normal,Normal,Cheap
4886,52,21,Оболонський,1035,3,new,35015,Normal,High,Normal,Normal,Normal
4887,32,19,Шевченківський,4404,2,fashion,15037,Small,High,Far,Normal,Cheap
4888,42,1,Шевченківський,778,1,old,83267,Normal,Low,Normal,Few,Expensive
4889,53,11,Подільський,2815,1,classic,28854,Normal,Normal,Far,Few,Cheap
4890,21,10,Печерський,4219,2,fashion,20779,Small,Normal,Far,Normal,Cheap
4891,97,14,Шевченківський,622,3,classic,64943,Large,High,Normal,Normal,Expensive
4892,98,16,Деснянський,1048,3,new,79679,Large,High,Normal,Normal,Expensive
4893,57,20,Дарницький,3253,3,classic,27724,Normal,High,Far,Normal,Cheap
4894,51,5,Голосіївський,3369,3,old,54796,Normal,Normal,Far,Normal,Expensive
4895,68,11,Дарницький,2459,3,fashion,44014,Large,Normal,Normal,Normal,Normal
4896,86,11,Дніпровський,2395,1,fashion,98473,Large,Normal,Normal,Few,Expensive
4897,39,5,Печерський,2494,2,classic,57302,Normal,Normal,Normal,Normal,Expensive
4898,93,12,Святошинський,3288,3,old,94149,Large,Normal,Far,Normal,Expensive
4899,81,5,Деснянський,4842,1,fashion,61191,Large,Normal,Far,Few,Expensive
4900,21,21,Дарницький,4815,2,classic,58118,Small,High,Far,Normal,Expensive
4901,41,7,Дарницький,4048,2,classic,25177,Normal,Normal,Far,Normal,Cheap
4902,42,3,Дніпровський,1582,1,fashion,51884,Normal,Low,Normal,Few,Expensive
4903,58,24,Соломянський,4516,1,fashion,27673,Normal,High,Far,Few,Cheap
4904,45,21,Святошинський,233,3,new,92743,Normal,High,Near,Normal,Expensive
4905,30,21,Дніпровський,4143,1,new,56032,Small,High,Far,Few,Expensive
4906,31,5,Печерський,4595,2,fashion,41826,Small,Normal,Far,Normal,Normal
4907,39,15,Печерський,394,1,classic,88967,Normal,High,Near,Few,Expensive
4908,58,10,Дніпровський,941,2,new,88193,Normal,Normal,Normal,Normal,Expensive
4909,59,12,Печерський,4625,1,fashion,24290,Normal,Normal,Far,Few,Cheap
4910,55,8,Подільський,3623,2,new,22994,Normal,Normal,Far,Normal,Cheap
4911,34,5,Печерський,2329,3,fashion,15228,Small,Normal,Normal,Normal,Cheap
4912,28,16,Дніпровський,1393,1,classic,86672,Small,High,Normal,Few,Expensive
4913,29,7,Шевченківський,3248,2,fashion,53704,Small,Normal,Far,Normal,Expensive
4914,62,16,Соломянський,3917,2,new,77266,Normal,High,Far,Normal,Expensive
4915,83,12,Оболонський,2315,2,fashion,76182,Large,Normal,Normal,Normal,Expensive
4916,87,4,Дарницький,2763,1,classic,37460,Large,Low,Far,Few,Normal
4917,32,12,Подільський,928,2,new,32535,Small,Normal,Normal,Normal,Normal
4918,64,15,Святошинський,950,2,fashion,82651,Normal,High,Normal,Normal,Expensive
4919,70,14,Голосіївський,1376,2,new,42330,Large,High,Normal,Normal,Normal
4920,64,5,Дарницький,1819,2,fashion,52093,Normal,Normal,Normal,Normal,Expensive
4921,48,1,Печерський,528,3,new,96656,Normal,Low,Normal,Normal,Expensive
4922,88,16,Святошинський,1354,1,fashion,21607,Large,High,Normal,Few,Cheap
4923,29,8,Дніпровський,4650,2,fashion,53570,Small,Normal,Far,Normal,Expensive
4924,38,10,Оболонський,4105,1,fashion,24156,Normal,Normal,Far,Few,Cheap
